post_text;date;hash;reposts_count;likes_count;id
"⚡️ Сбор команды завтра в полдень! 
 
⏱ Ждем участников Спринт Офлайн с 12:00 до 12:30, раньше приходить не надо (корабля еще не будет), позже тоже не очень полезно (корабль уплывет). Место сбора — причал «Гостиница Украина» (м. Киевская), шхуна «Бьюти». 
 
⚓️ Форма одежды — пиратская. Если вашу шляпу унес ураган, выдадим запасную. Для пиратского фотосета будет профессиональный фотограф. 
 
На борту нашего пиратского корабля вас ждет: 
 
💬 Абордаж и такелаж, точнее, онбординг и нетворкинг. 
 
💻 Проекты 56 потока — разделили презентации проектов на отдельные блоки в течение всего путешествия. 
 
🗣 Выступления спикеров и особый гость — Дмитрий Спиридонов, основатель сервиса CloudPayments, одного из самых успешных российских стартапов. Писали о нем в нашей рубрике «Стартапы» https://vk.com/wall-215426617_253 
 
✨ Квиз и деловая игра-интервью. 
 
💼 Будет раскрыт секрет — что такое «Клуб 1Т». 
 
🕺 Развлечения: танцевальный баттл, фуршет и кракены! 
 
Конечно, будет и онлайн-трансляция — ссылку опубликуем завтра. 
 
⏰ Деловая программа — до 20:00, афтепати до 23:00, якорь будем бросать каждые 2–3 часа. 
 
 🏴‍☠ Капитан корабля — академический директор 1Т Спринт Иван Тугой. 
 
🤖 И не забывайте про конкурс персонажей проектов — у вас еще есть время до 23:59! Условия — здесь https://vk.com/wall-215426617_286. Подведение итогов — завтра на Офлайне. 
 
❗️ Пожалуйста, если вы регистрировались как участник, но по каким-то причинам не можете прийти, напишите об этом в техподдержку https://t.me/SprintSupport1T. 
 
⚡️ Ждем вас завтра на нашем пиратском корабле — онлайн или офлайн! 
 
#1ТСпринт_офлайн";2023-03-10 17:14:19;8NZ9e2Ea9ET-2zVI2lBSy75SHy1W;1;9;305
"Что такое автоворонка 
 
В понедельник мы рассказывали в словаре (https://vk.com/wall-215426617_296) о том, что такое автоворонка — воронка продаж, в которой все этапы автоматизированы и работают без прямого участия живых людей. Но в этой теме есть еще много интересного, поэтому расскажем о ней подробнее. 
 
🔽 Чаще всего автоворонка выстраивается по модели управления покупателем AIDA — Awareness, Interest, Desire, Action — внимание, интерес, желание, действие. 
 
Пример автоматизации на разных этапах: 
 
1. Внимание. Потенциальный клиент впервые узнает о продукте или услуге, превращаясь из незнакомца в посетителя сайта. Яндекс Метрика фиксирует переход и отправляет данные маркетологам. 
 
2. Интерес. Потенциальный клиент становится «холодным лидом»: на этом этапе он получает структурированную информацию о продукте — он должен понять, что ему предлагают, зачем это ему и в идеале — захотеть купить. 
 
3. Желание. «Холодный лид» становится «горячим» — и его нужно подтолкнуть к покупке, например, предложить скидку как новому покупателю. 
 
4. Действие. Потенциальный клиент совершает покупку и становится фактическим — и попадает, например, в базы сервиса, дополнительных продаж, предложения рассылки, персональных скидок. 
 
👨‍🦱 Естественно, все это будет работать не для покупателя вообще, а для конкретного, из вашей целевой аудитории. То, что вызовет желание купить у одной группы, не сработает для другой. 
 
💸 Может сложиться впечатление, что в этом процессе нет ничего сложного — раз и навсегда настроил воронку, расставил триггеры и получай гарантированную прибыль. Но, конечно, это не так. Автоматическая воронка — это только частичная автоматизация маркетинговых процессов. Меняются обстоятельства, меняется спрос, появляются новые конкуренты — и вслед за этим должны меняться и вы. Любую воронку придется выстраивать на конкретном опыте, постоянно анализируя, находя узкие места и придумывая новые эффективные способы достижения целей. 
 
#1ТСпринт_маркетинг";2023-03-09 18:48:46;nEN47diXNgzAuvt2kIjSh6hfPAA5;0;5;304
"Что такое HADI-цикл 
 
🔎 Чем лучше протестирована идея, тем ниже риск неэффективных затрат. Для последовательной проверки гипотез и принятия решений есть специальный алгоритм — HADI-цикл. 
 
🔁 Название состоит аббревиатуры Hypothesis — гипотеза, Action — действие, Data — данные, Insights — выводы. Суть метода в том, что сначала мы формулируем какое-то предположение, а затем проверяем его в действии, собираем данные и анализируем их. И видим, насколько наша идея рабочая, что получилось, а что нет. Затем на основе выводов формулируем новую гипотезу — и так по кругу. 
 
Рассмотрим на примере. 
 
✅ Для начала вам нужно сформулировать гипотезу по схеме «если…, то…». В первой части должно быть действие, во второй — желаемый результат. Лучше, чтобы его легко можно было посчитать. Например: «Если мы создадим продукт X, то это повысит конверсию на 20%». 
 
✅ На втором этапе нужно совершить действие из первой части гипотезы. Например: «Создать продукт X». 
 
✅ На третьем этапе мы смотрим на вторую часть формулы «если…, то…». Собираем данные, анализируем как выросли переходы, охваты и клики. Чаще всего для этого используют сервисы Яндекс Метрики и Google Analytics. В нашем случае нужно будет понять, как создание продукта X повлияло на конверсию. 
 
✅ На последнем этапе делаем выводы. Например: «Создание продукта Х повысило конверсию на 25%. Гипотеза работает». 
 
📊 В идеале каждая новая идея должна быть лучше и эффективнее предыдущей, так как основана на данных прошлой. При этом важно, чтобы гипотезы соответствовали этапам развития бизнеса. Если это стартап, который еще только делает первые шаги, сначала лучше протестировать гипотезы по актуальности ниш на рынке, спросу. Не стоит сразу начинать с идей по резкому увеличению количества клиентов. Если это бизнес, который хочет внедрить что-то в текущей системе, лучше внедрять только одно изменение, чтобы точно понять, что именно повлияло на улучшение показателей. 
 
#1ТСпринт_маркетинг";2023-03-08 18:40:00;JOjLjVi92vWTAUx3N_gy_mdIZwfW;0;7;303
"Приручаем искусственный интеллект 
 
🎨 1 марта стартовал конкурс нейроперсонажей проектов Спринта, и мы уже получили больше десяти просто завораживающих историй — про купцов, ищущих диковинные товары, роботов-помощников, Золушек, которые наконец-то создали кухню своей мечты. И конечно, про студентов, научившихся использовать новый креативный инструмент! 
 
🤗 Вы еще успеваете внести свой решающий вклад в приручение нейросети — принимаем работы до 10 марта, а точнее, до 23:59 МСК. 
 
Напоминаем условия участия: 
🔹 Сформулируйте образ Вашего проекта (если бы он был человеком, животным или каким-либо еще персонажем). 
🔹 С помощью нейросети нарисуйте изображение в соответствии с Вашим видением. 
🔹 Подпишитесь на нашу группу в ВКонтакте: https://vk.com/1tsprint. 
🔹 Выложите пост с изображением на своей странице. 
🔹 Отметьте в посте сообщество 1Т Спринт (https://vk.com/1tsprint) и поставьте хештег #Нейро1Т 
🔹 В посте кратко напишите о вашем проекте и об обучении на курсах 1Т (под авторством естественного или искусственного интеллекта). 
 
🏆 Призы: 
1 место — 10 тыс. руб. 
2 место — 5 тыс. руб. 
3 место — 3 тыс. руб. 
 
💪 Давайте добавим в соцсеть еще больше ярких красок, покажите, на что способна ваша фантазия! Итоги — 11 марта на Спринт Офлайн. 
 
#1ТСпринт_конкурс";2023-03-07 18:40:00;Nxee-DX2DjmhdFuAjkgjcreO23e-;0;17;299
"5 простых способов написать яркий заголовок 
 
🧑‍💻 Вашему потенциальному клиенту достаточно доли секунды, чтобы решить, читать или не читать ваш текст. Все дело в заголовке. Если зацепили внимание первой фразой — он пройдет за вами. Не смогли привлечь внимание — просто пойдет, дальше, к конкурентам. 
 
Ваша задача — вести читателя за собой. В этом вам помогут: 
 
Цифры. Именно этот способ использован в нашем заголовке👆 Цифры привлекают внимание, наш мозг любит информацию такого вида. Примеры: 
✅ 4 правила идеального резюме 
✅ Топ-3 нейросети для создания контента 
✅ 10 фильмов про маркетологов 
 
Вопрос «как». Со слова «как» обычно начинаются полезные статьи. Читатель понимает, что сейчас узнает что-то интересное для себя. Примеры: 
✅ Как создать чат-бот 
✅ Как получить востребованную профессию за 3 месяца 
✅ Как настраивать таргетированную рекламу 
Также можно использовать и другие вопросы: где, почему, какой и т. д. Главное — помнить о пользе для читателя. 
 
Самая яркая фраза текста. С ее помощью легко создать интригу и увлечь за собой читателя. Примеры: 
✅ На карте оставалось 357 рублей. Как Анжелика пришла в профессию мечты 
✅ Она сказала «Да!». Когда клиент счастлив 
✅ Он открыл коробку и зарыдал. Лучший подарок на 23 февраля 
 
Три не связанных между собой существительных. Читатель видит ряд слов, которые странно выглядят в одном предложении, и подсознательно стремится узнать, в чем же, собственно, дело. Примеры: 
✅ Золушка, малиновая лада и KPI 
✅ Гарри Поттер, Города России и нейросеть 
✅ Правки, 8 марта и шаурма 
 
Аллюзия. Это намек-отсылка к чему-то общеизвестному: песне, цитате, названию фильма, тому, что близко целевой аудитории. Примеры: 
✅ Ирония судьбы, или клиент опять прислал правки 
✅ Копирайтер: путь воды 
✅ Аналитик в мультивселенной безумия 
 
💡 Давайте потренируемся! 
Попробуйте составить заголовки-аллюзии на тему обучения в 1Т Спринт. Берите любое известное выражение и немного измените его, чтобы попасть в контекст. Поехали! 🚀 
 
#1ТСпринт_маркетинг";2023-03-07 12:36:08;4gUrryn_IRJUqptTALvPqoFdLetB;2;10;297
"📩 Сегодня новые термины — автоворонка, грейлистинг и UTM-метка. 
 
Пишите в комментариях, какие еще слова вы бы хотели узнать 👇 
 
#1ТСпринт_словарь";2023-03-06 18:45:00;hJGoMd4v_DSuFCcD_kFaq9cbEPdq;0;9;296
"Подборка фильмов для дизайнеров 
 
🎬 Сегодняшняя подборка посвящена фильмам об истории дизайна, роли искусства в нашей жизни и способам созидания. Смотрите и вдохновляйтесь! 
 
1. Гений дизайна 
Документальный мини-сериал от BBC, рассказывающий о дизайнерских идеях, изменивших и упростивших мир. Акцент здесь сделан на деталях, например, вам покажут историю металлического «ушка» для открытия консервных банок. Умение видеть недочеты и изобретать возможности их исправления — один из важнейших навыков любого UI/UX-дизайнера. 
 
2. Почему человек творит 
Короткометражка, которая за полчаса ответит на многие вопросы о творчестве и дизайне. Когда человек начал созидать? Зачем мы творим? Откуда берется вдохновение? Фильм, показывающий историю дизайна от рисунков на стенах пещеры до современного искусства. 
 
3. Способы видеть 
Четырехсерийное кино о восприятии искусства, его влиянии на массовое сознание и значение для истории. Художник Джон Бергер переосмысляет традиционные подходы к искусству, критикует западную культуру и рассказывает об инструментах современной рекламы. 
 
3. Гельветика 
На протяжении полутора часов известные дизайнеры — Эрик Шпикерман, Массимо Виньелли, Герман Цапф — будут рассказывать вам о том, как шрифт влияет на восприятие текста, и о том, как важна эстетическая составляющая текста. Кино приурочено к пятидесятилетнему юбилею шрифта Helvetica. 
 
4. Дизайн-мышление 
Документальный фильм объяснит, как современные дизайнеры приходят к решению необычных проблем, какими принципами руководствуются в своей работе, как меняется мир под воздействием новаторских идей и как стать незаурядно мыслящим человеком. 
 
#1ТСпринт_fun";2023-03-05 17:30:00;B6fUwINPWtSPF0YP-JxFxF6ywIAt;1;6;294
"История стартапа: Brickit 
 
Сегодня рассказываем про необычный российский стартап — Brickit. 
 
🏗 Brickit — это приложение, которое помогает собирать новые конструкции из наборов Lego. В 2019 году его запустили бывише сотрудниками Яндекса Леонид Александров, Андрей Татаринов и Андрей Стрелков. 
 
🧩 Идея для стартапа возникла у Леонида. Он заметил, что у его сына под кроватью пылится целая куча деталей Lego. Конструкторы часто дарили на праздники, но со временем интерес к ним пропадал. Причем наборы эти были недешевые — обидно, такая куча денег лежит без дела! 
 
💡 Леонид предположил, что вдохнуть жизнь в уже надоевшие игрушки смогут технологии «компьютерного зрения». Так появилась идея создать сканер деталей, который будет подсказывать, что нового можно собрать из тех наборов Lego, которые у тебя уже есть. 
 
🔎 Леонида поддержал бывший коллега Андрей Татаринов. Чтобы понять, насколько идея актуальна, они запускали опросы в соцсетях, потратив на их продвижение несколько сотен тысяч рублей, чтобы получить больше охвата. Пользователям идея в целом понравилась, и в 2019 появилось MVP Brickit. Сначала приложение работало только как каталог моделей для сборки и еще не умело распознавать детали конструктора. Но был доступен демо-режим сканирования — с его помощью пользователям показывали, как сервис будет работать дальше, а создатели собирали базу для обучения нейросети. 
 
💸 Приложение-каталог скачивали не очень активно, и создатели поняли, что для развития им не обойтись без инвестиций. Идея смогла привлечь инвесторов, и стартап получил $260 000. На доработку понадобилось еще полтора года, но в итоге в Brickit обучили две нейросети — для поиска деталей на фотографиях и для их распознавания. 
 
🏆 Brickit стал продвигаться с помощью роликов в TikTok. Уже в 2021 Product Hunt признал его лучшим семейным приложением, а в 2022-м стартап заработал на подписке более $400 000. 
 
#1ТСпринт_стартапы";2023-03-04 16:15:00;tX5BVmY8SM2cX-HHP7FKMZZN-sn7;0;6;293
;2023-03-03 18:47:30;jNjX0Xe9NT1uPS_iI1Z3ms-4BVfF;1;18;289
"💻 Продолжаются стажировки по искусственному интеллекту: завтра, 3 марта, в 16:00 начнется хакатон для выпускников программы. Участникам нужно будет за три дня решить практическую задачу, связанную с деятельностью финансового рынка и оформить итоги своего исследования в виде презентации. 
 
📲 Запись участников — на сайте https://стажировкаии.рф 
 
🏦 Также завтра пройдет лекция и мастер-класс по анализу данных от руководителя направления разработки продуктов для некредитных финансовых организаций группы «Интерфакс» (проект RU Data) Елены Малининой. RU Data разрабатывает наукоемкие методики и аналитические сервисы для финансового рынка России, например продукты по оценке рисков банков и некредитных финансовых организаций, оценке справедливой стоимости ценных бумаг, сервис для анализа групповых вложений. Эфир и запись также будут доступны на сайте стажировкаии.рф 
 
🤝 Результаты хакатона будет оценивать жюри, состоящее из опытных разработчиков, дата-аналитиков и бизнес-заказчиков группы «Интерфакс». Лучшие участники получат возможность пройти стажировку в проекте RU Data, с возможным последующим трудоустройством. 
 
#1ТСпринт_ИИ";2023-03-02 19:15:00;gOC4t-A0emMfZQZQ4T8gpVpuPsxk;0;8;288
"Искусственный интеллект атакует! 
 
Он атакует чаты Спринта нереальными картинками и новостями: «нейросеть нарисовала то», «нейросеть написала это»... И правда, невозможно остаться безучастным, когда на наших глазах происходит революция 21 века! Не менее значимая, чем когда компьютеры и интернет изменили жизнь в 20-м веке. 
 
Давайте дадим им ответ! 
 
Ударим естественным интеллектом по искусственному! И приручим его! И заставим его заработать нам 10 тыс. рублей (или хотя бы 5 или 3 тыс.) Приглашаем участников всех потоков Спринта! 
 
Что нужно сделать: 
 
1⃣ Сформулируйте образ Вашего проекта (если бы он был человеком, животным или каким-либо еще персонажем). 
2⃣ Найдите сговорчивую нейросеть. 
3⃣ Заставьте (уговорите) ее нарисовать изображение в соответствии с Вашим видением. 
4⃣ Подпишитесь на нашу группу в ВКонтакте. 
5⃣ Выложите пост с изображением на своей странице. 
6⃣ Отметьте в посте сообщество 1Т Спринт (https://vk.com/1tsprint) и поставьте хештег #Нейро1Т. 
7⃣ В посте кратко напишите о вашем проекте и об обучении на курсах 1Т (под авторством естественного или искусственного интеллекта). 
8⃣ По возможности поделитесь ссылкой на пост в чате Спринта в Телеграм — это интересно и тем, кого нет в VK. Ссылка на канал: https://t.me/sprint_1T
 
🕚 Работы принимаются до 10 марта, 23:59 МСК. 
 
☠ Итоги подведем 11 марта на Пиратском Офлайне. 
1⃣ выберем лучшие (по числу лайков и по красоте) 
2⃣ проголосуем за победителей! 
 
🎁 Призы: 
1 место — 10 тыс. руб. 
2 место — 5 тыс. руб. 
3 место — 3 тыс. руб. 
А может и больше призов, если постараетесь! 😉 
 
✨ Желаем удачи и ждем ваших нейро-шедевров! 
 
#1ТСпринт_конкурс";2023-03-01 18:50:00;dNJUj_xEylUiRhPbm1NTrXw8r38M;3;20;286
"Маркетинговые метрики 
(продолжение) 
 
📈 Недавно у нас был пост (https://vk.com/wall-215426617_234) про несколько основных маркетинговых метрик. Сегодня продолжаем погружение в мир цифр — рассказываем про ARPU, RCR, VTR, ERR и OR. 
 
ARPU — средняя выручка на одного пользователя 
Average revenue per user. Показывает, сколько денег тратят клиенты на продукт или услугу за год, месяц или день. Помогает предварительно оценить будущую прибыль и сегментировать клиентов. Считается так: доход за определенный период делят на общее количество клиентов. 
 
RCR — отток доходов 
Revenue Churn Rate. Это показатель снижения дохода компании из-за оттока клиентов. Показывает, сколько компания теряет денег из-за того, что некоторые клиенты перестают покупать или покупают меньше, чем раньше. Считается по формуле: из регулярного ежемесячного дохода вычитают доход в конце текущего месяца, затем делят на регулярный ежемесячный доход, умноженный на 100. 
 
VTR — частота просмотров 
View through rate. Это процентное соотношение количества полных просмотров ролика к числу показов. Помогает оценить эффективность рекламного видеообъявления. Используют формулу: число просмотров делят на число показов и умножают на 100. Чем выше VTR — тем лучше. 
 
ERR — коэффициент охвата 
Engagement rate by reach. Показывает, сколько людей взаимодействовали с постом: поставили лайк, прокомментировали, сделали репост. Считается так: количество реакций делят на охват, умноженный на 100. Чем выше показатель, тем интереснее контент для пользователей. 
 
OR — открываемость 
Open rate. Это процент писем, которые открыли получатели, среди всех доставленных рассылок. Показывает, не попали ли рассылки в спам, насколько они заинтересовали пользователей, хорошо ли выбраны темы писем. Чтобы посчитать этот показатель, нужно разделить количество открытых писем на количество доставленных и умножить на 100. Если показатель низкий, нужно изменять почтовые настройки, проверять качество базы подписчиков и работать над контентом писем. 
 
#1ТСпринт_маркетинг";2023-02-28 18:45:00;So_ntKto-_gxlh1W7daB9E6qpKtN;1;9;284
"💡 Сегодня рассказываем про облачные бизнес-модели — в чем разница между SaaS, IaaS и PaaS? 
 
Хотите узнать еще что-то новое? Пишите в комментариях! 👇 
 
#1ТСпринт_словарь";2023-02-27 18:45:00;8QfEPNGBMNUePN_sGfLNEdU-7GGR;0;8;282
"Что такое парсинг 
 
🗄 Парсинг (с англ. to parse, анализировать) — сбор и систематизация информации, осуществляемый с помощью специальных программ. Парсинг используется в аналитике, маркетинге и рекламе, позволяет расширить выводы о пользователях и упростить работу с данными. 
 
⛔️ Часто считается, что собирать данные автоматически аморально, а иногда и незаконно. Действительно, существуют запрещенные законом виды парсинга: 
1. DDOS-атака — когда в результате множества автоматических запросов сайт перегружается и «ложится», то есть перестаёт отвечать на запросы. 
2. Взлом сайта — когда с помощью парсинговых программ хакеры собирают персональные данные, информацию повышенной важности и т.д. 
3. Кража контента — если помимо открытых данных, парсеры забирают и присваивают контент — фото, видео, текст с копирайтом. 
 
📑 Однако в большинстве случаев парсинг безвреден и полезен. Он автоматизирует и ускоряет процесс сбора той информации, которую можно было бы найти вручную. Автоматизация снижает влияние человеческого фактора, предоставляет данные сразу в нужном формате, может вестись сразу по многим параметрам. Конечно, важно не злоупотреблять данными, полученными в результате парсинга. 
 
Для чего используется парсинг на практике? 
 
Анализ цен 
Собирать и систематизировать цены конкурентов вручную крайне тяжело — товаров могут быть тысячи, для этого часто используют парсинг. 
 
Составление баз данных 
На конкретном проекте вам могут понадобиться самые разные базы данных: имен, названий городов или областей, пород собак. Все это можно собрать с помощью парсера. Также парсинг используют для создания баз данных для обучения нейросетей. 
 
Наполнение карточек интернет-магазинов 
Чтобы заполнить описания товаров, парсинговые программы ищут и переводят аналогичную информацию с иностранных сайтов. Это позволяет быстро организовать интернет-магазин на первых порах. 
 
📝 Кроме того, парсинг можно применять для поиска целевой аудитории в соцсетях, для SEO и HR, для поиска битых ссылок и сбора отзывов и многого другого. 
 
#1ТСпринт_продуктивность";2023-02-26 17:20:00;lEOvgOEXOVPLUZYbIS20-Xs3hzKJ;1;11;280
"История стартапа: YouDo 
 
Сегодня рассказываем про еще один успешный российский стартап — YouDo. 
 
💼 YouDo — это сервис по поиску исполнителей бытовых и деловых задач. Он появился в 2012 году, его создатели — Денис Кутергин (он на обложке выше 👆) и Алексей Гидирим. 
 
🧼 Вдохновением для проекта послужили несколько случаев из жизни. Денис однажды заказал джинсы на eBay, а они оказались не того размера. Он связался с продавцом, и тот сказал, что отправит нужную пару бесплатно, лишь бы покупатель не снижал его рейтинг. Затем, когда Денис переезжал, ему было необходимо провести генеральную уборку. На его объявление откликнулось так много людей, что он растерялся и не смог выбрать подходящего работника. 
 
📝 Так и возникла идея создать сервис, в котором можно будет найти нужную услугу и надежного специалиста. На YouDo исполнитель заполняет анкету, подтверждает свои данные и начинает самостоятельно брать и выполнять заказы, а рейтинг помогает выбрать лучшего. 
 
⚒ Изначально у проекта был только сайт, на котором проводились разные конкурсы, например, на лучшую любительскую рекламу чего-либо. Затем появились две категории заданий: «Уборка и помощь по хозяйству» и «Курьерские услуги». Осенью 2014 появилось мобильное приложение, а круг исполнителей расширился до репетиторов, мастеров по ремонту, тренеров, репетиторов, мастеров красоты и многих других. 
 
🌐 Первыми пользователями сервиса были москвичи. В 2013 году YouDo распространился на Санкт-Петербург, в 2017 заработал в Казани, Екатеринбурге и Нижнем Новгороде. Сейчас приложением можно пользоваться в любой точке мира. 
 
🏅 Уже в 2012 году стартап стал победителем конкурса «Золотой сайт», вошел в топ-50 российских стартапов и получил грант на дальнейшее развитие, а в 2017 оказался в топе «Тренды года» от AppStore. 
 
💸 Сейчас на YouDo больше 7 миллионов пользователей. В приложении и на сайте ежедневно публикуется порядка 6 тысяч заданий, а годовой оборот YouDo составляет почти 9 млрд рублей. 
 
#1ТСпринт_стартапы";2023-02-25 17:30:00;3_lGzQ5RHCMZPR5obbB37vKu0sfZ;0;8;279
"Подборка инструментов для проверки верстки 
 
✅ Из-за ошибок в коде контент на веб-ресурсе может отображаться неправильно или медленно загружаться. Для проверки верстки на корректность вовсе не обязательно обладать глубокими техническими знаниями — есть специальные сервисы, которые помогут выявить ошибки. 
 
1. Валидатор W3C 
https://validator.w3.org/
Сервис для проверки ошибок в коде, разработанный авторами стандартов для HTML. Достаточно ввести адрес сайта, нажать кнопку «Проверить», и валидатор выдаст вам список ошибок, которые есть в верстке. 
 
2. Валидатор W3C для проверки CSS 
https://jigsaw.w3.org/css-validator/
Поможет проверить корректность верстки таблиц, подзаголовков, разных шрифтов и цветов фона на сайте. Проверка выполняется так же, как и в предыдущем сервисе. 
 
3. Сервис проверки битых ссылок от Яндекс Вебмастер 
https://webmaster.yandex.ru/sites/
Если на вашем сайте есть ссылки, важно проверить их корректность. Битые ссылки повышают вероятность того, что пользователь не найдет то, что ему нужно, а поисковые роботы снизят репутацию сайта. Чтобы это проверить, достаточно открыть свой веб-ресурс в сервисе и перейти в раздел «Ссылки». 
 
4. Встроенная проверка адаптивности Google Chrome 
https://www.google.nl/intl/ru/chrome/
Чтобы проверить, как сайт отображается на мобильном устройстве, достаточно открыть сайт в Google Chrome и нажать Ctrl+ Shift+ I. Потом нажать иконку смартфона в правом верхнем углу и в списке Responsive выбрать нужную модель.
 
5. BrowserStack 
https://www.browserstack.com/
Поможет проверить кроссбраузерность сайта — покажет, как выглядит ваш веб-ресурс в различных браузерах. 
 
6. PerfectPixel 
https://www.welldonecode.com/perfectpixel/
Плагин, который поможет проверить верстку на соответствие макету. 
 
7. CSS Peeper 
https://chrome.google.com/webstore/detail/css-peeper/mbnbehikldjhnfehhnaidhjhoofhpehk?hl=en
Средство просмотра и отладки CSS: наглядно разбивает веб-сайт, показывает CSS для шрифтов, изображений, div-элементов и т. д. Позволяет извлекать изображения с веб-сайта. 
 
8. Page Ruler 
https://blarg.co.uk/tools/page-ruler
Очень простой, но полезный инструмент — поможет измерить страницу целиком и отдельно взятые элементы. 
 
9. AdBlock 
https://chrome.google.com/webstore/detail/adblock-%E2%80%94-best-ad-blocker/gighmmpiobklfepjocnamgkkbiglidom?hl=ru
Расширение, с помощью которого можно проверить, как будет выглядеть сайт, если на нем будет заблокирована вся реклама. 
 
#1ТСпринт_разработка";2023-02-24 17:50:00;_MONEbrvdUiftaTgbngB7Jxa_Jbd;2;10;278
"Полезные телеграм-боты 
 
🤖 Боты в Телеграме могут автоматизировать рутинные процессы, упростить и ускорить работу, коммуникацию и даже поиск активностей для отдыха. Собрали список полезных телеграм-ботов. Делитесь в комментариях теми, которыми пользуетесь сами! 
 
1. Pomodoro Bot 
https://t.me/pomodoro_timer_bot
Бот, который упростит ведение таймеров для «метода помидора». Бот автоматически ставит таймер на 25 или 15 минут для работы и на пять минут для отдыха. 
 
2. Smart Channel 
https://t.me/s_channel_bot
«Умный канал», который показывает вам только самые важные посты из выбранных вами каналов. Важность поста определяется по количеству просмотров, репостов и проценту распространения по другим каналам. 
 
3. Programming 
https://t.me/ProgrammingFAbot
Этот бот освежит ваши навыки программирования, и, возможно, даже научит вас программировать с нуля. В течение трех месяцев он будет присылать вам интересные факты, объяснения и краткие сводки о выбранном языке программирования, а еще ежедневные задачки, чтобы держать вас в тонусе. 
 
4. Markdown Bot 
https://t.me/markdownbot
Помогает в оформлении постов в телеграм-каналах: может красиво оформить тексты, сделать их более читабельными и наглядными. Выделяет нужные места курсивом, жирным шрифтом или подчеркиванием, разбивает текст на абзацы, помечает заголовки. 
 
5. TGStat Bot 
https://t.me/TGStat_Bot
Бот собирает статистику других каналов, учитывая количество подписчиков, охват постов, вовлеченность. Отличный помощник для маркетологов — с ним удобно и следить за своими параметрами, и мониторить конкурентов. 
 
6. Gmail Bot 
https://t.me/GmailBot
С этим ботом ваша переписка по электронной почте превращается в чат. Вы можете получать новые письма и отвечать на них прямо в самом Телеграме, не переходя отдельно в приложение Gmail. 
 
7. File Convertor Bot 
https://t.me/file_convertorbot
Загружаете файл, бот распознает его формат и предоставляет варианты его конвертации. С помощью кнопок чата вы выбираете подходящий и конвертируете файл. Быстро и удобно. 
 
#1ТСпринт_продуктивность";2023-02-23 17:45:00;TMNyRHCF6fMNp82GTn74W7EFAsaw;2;9;277
